Drug ID,Drug Name,NDC Number,GCN,Generic Indicator,Manufacturer ID,Batch Number,Expiry Date,Quantity Available,Unit Price
911,Wrong Age,83042221182,887296,Yes,95191,04P9AF8I5S,2025-11-20,509,619.81
912,Point Listen,50824405876,149909,Yes,27434,12XV9U1HAK,2025-01-24,627,938.24
913,Pattern This,17728798551,617731,No,64205,D9W1XOGX00,2025-09-17,887,108.59
914,Feeling Future,52726777667,769325,No,14590,D7GO7NXUX1,2025-07-02,538,496.03
915,Through Water,98575593093,347843,No,74898,ATDNPRIPJF,2025-02-08,565,323.86
916,While Town,20329971060,733431,No,88863,CVEL6644TB,2025-12-07,751,475.96
917,Short Evidence,69791349021,334260,Yes,8529,X2CNZ15Y5S,2025-08-17,869,839.84
918,Buy Society,26660143032,35192,No,74898,F25MSK5XJZ,2025-03-28,557,462.79
919,Amount Theory,27756644286,228738,No,98315,UZXWMH0GOY,2025-07-23,865,937.86
920,Send Century,74952108911,843760,No,71478,BMSPJMIVRQ,2025-10-14,204,891.03
921,Performance Successful,16169671997,407825,Yes,17629,7DT4KMMUEC,2025-10-03,457,778.81
922,Company Authority,4413616999,477094,Yes,12024,T3HMFSHMNN,2025-12-28,643,843.7
923,Clear Eat,5036333127,348121,No,41625,0C1WTO9WOO,2025-08-12,787,877.53
924,Break Trade,58200386162,581759,No,55113,7HE117S0FP,2025-07-20,993,406.78
925,Condition Throw,86573153492,677667,No,3047,K58DG8QWUY,2025-07-15,783,919.94
926,Technology Analysis,44543739057,675505,No,26642,H48W17KWFA,2025-06-09,122,913.8
927,Especially Better,39831114662,404112,No,48157,WWN2TBB5F3,2025-10-17,683,809.96
928,Relate Nothing,60272387049,104928,No,77274,908B4ZAR0L,2025-12-22,538,218.24
929,Air Foreign,40355313946,106940,Yes,25221,B09ZQ48V3L,2025-10-01,759,968.72
930,If Kid,39258903759,780494,No,61258,RT6JCNAHA1,2025-12-28,298,168.23
931,Drive Require,99375167706,953153,Yes,60648,NI9ZKBRAUT,2025-10-05,998,183.02
932,Director Along,92915469540,260915,No,47322,KHVZQBJ84J,2025-06-05,186,407.24
933,Adult Sport,18457486837,561631,No,96599,J2W2FZQP22,2025-04-04,944,110.57
934,Process Idea,24136835516,33395,No,12024,L0L0EPAIRQ,2025-05-07,541,126.53
935,Wonder Senior,73282484822,775651,No,52943,C8FWCTMLSA,2025-01-06,863,543.34
936,Individual Deal,14335433883,172736,No,30387,AW10X1PE9A,2025-10-10,215,763.13
937,Student Girl,6308537819,89817,No,74455,MHOJN3GE4U,2025-02-16,885,717.49
938,Head Economy,9240913320,501103,Yes,74102,1BN5REA2YQ,2025-08-17,515,201.66
939,Mr Effect,34875998216,861140,No,1116,TZ76FGMD1J,2025-01-07,991,297.47
940,Choose Job,87498021933,75895,No,47322,670Z3TTYJ6,2025-11-18,260,321.88
941,Product Fine,35907186061,845208,Yes,8804,WR1WZ3NWBD,2025-11-07,188,37.24
942,Very Myself,55905560660,990757,Yes,25221,OHZNYKGSLF,2025-05-28,585,358.32
943,Drug Citizen,66525524010,382265,Yes,69844,1GNZB4HZ4K,2025-08-22,253,891.93
944,Sort Size,74067043205,902750,No,53562,L3TWNACNGT,2025-08-06,164,917.89
945,Office Pull,36773881338,752211,Yes,69192,ZY5OJZ211I,2025-07-04,239,462.22
946,Individual Book,10752011364,908419,Yes,75135,8J14BH6VAI,2025-12-08,839,415.26
947,About Manage,40935059846,186681,Yes,60527,GU8XCFU78G,2025-03-11,283,650.87
948,Author Much,79459197539,222847,Yes,11112,4FQQ2C1IC8,2025-04-13,1000,103.77
949,Carry It,75741062159,581314,No,60648,J6YSPRLG4K,2025-12-24,505,656.33
950,Style Beyond,66181977100,8935,No,47322,02W6FODLDO,2025-03-21,418,805.97
951,Throughout Sit,3560402692,496824,Yes,5792,VK6R9MV6HL,2025-07-26,948,902.83
952,Stuff Drop,32947753302,895465,Yes,94474,1B38DW35C0,2025-04-09,530,747.06
953,Republican Until,45232391519,858432,Yes,3047,D98OUCTKXK,2025-01-07,774,290.77
954,Group Image,89378968034,392809,No,33270,H5H1UYBH0V,2025-02-18,744,818.09
955,From Arrive,38891377847,468087,No,6723,0B8SG9M7ID,2025-11-27,956,224.79
956,Provide Two,43019042616,942878,No,22821,5HD1LWW3Y0,2025-06-08,151,144.33
957,Page Hundred,73391536802,909492,No,17629,E4CZW8B6GQ,2025-11-10,801,329.19
958,Today Major,93796967209,740126,No,95191,6290KW73CR,2025-09-05,746,961.73
959,Million Garden,69960808441,544527,No,60527,BJLV2EPARD,2025-01-06,348,308.9
960,Candidate Worker,31012889054,840835,Yes,27434,5VRK14R7E7,2025-08-18,840,90.88
961,Might Her,15231538022,839184,No,64205,5VLV1VI1Z7,2025-03-08,539,638.55
962,Room Else,82309971996,328774,No,60875,V540Y688QC,2025-11-18,861,647.38
963,Hand Much,33927381621,515104,Yes,74455,592BI37TLC,2025-01-02,343,428.84
964,Suddenly Eye,14623221579,761934,No,73241,HMO39R9J4K,2025-04-23,535,466.98
965,Simple Tree,29759485962,220369,Yes,55113,3GZJD4GT0W,2025-03-13,721,583.61
966,Responsibility Point,90309145569,884108,Yes,17629,0KYMOWTY89,2025-02-24,477,456.41
967,Hope Professional,86789439389,139965,No,37185,R3ZEMG1XCX,2025-03-25,716,669.41
968,Challenge Pressure,11698332806,436875,No,92373,S1649VM0N1,2025-12-09,848,236.17
969,Such Than,80723531904,261807,No,18996,RGSJUZD89T,2025-12-08,274,197.59
970,Bed Human,72995121503,963860,Yes,36078,70TLWDRTZB,2025-05-22,574,511.18
971,Level Hospital,15159304263,709917,No,17629,Y5LCLM28LD,2025-11-16,217,28.79
972,Part Mind,17147351684,859274,Yes,34138,0FUDAXOZ1T,2025-05-08,170,406.18
973,Doctor Energy,87357420765,97243,Yes,59673,P7D5PD38ER,2025-02-18,216,395.67
974,Per Cause,96323513962,787663,No,80110,I5IWIDOCX8,2025-01-04,780,205.25
975,Three Ball,17921406547,798284,No,46349,VIV7PKOMQJ,2025-10-13,522,541.15
976,Information Rise,16804557478,118015,Yes,77274,PGKA56RAZN,2025-09-04,773,695.21
977,Reduce Sing,21078616497,717872,Yes,26642,5WUVUTS7MO,2025-05-03,784,95.91
978,Ok Many,29119157745,748998,Yes,68485,CGROUG5HAZ,2025-10-10,347,232.72
979,Country Security,62593336687,520114,No,26642,9GYJUMW2B7,2025-01-28,931,472.95
980,Perhaps Chair,77417082062,324931,No,74455,H9MSGHIH4B,2025-10-03,154,982.46
981,Building Five,79680211729,454820,No,61820,C8JZJSEPYO,2025-11-04,303,889.11
982,This Eight,60088579203,409035,Yes,30023,EQ3TDJV5LA,2025-06-16,189,249.79
983,Her Finish,86493795633,532694,Yes,12024,G9930KMXTL,2025-11-07,542,593.24
984,Later Business,61889464594,121717,No,11733,P0WX8824C2,2025-03-20,869,292.43
985,After Fall,78711045623,297200,Yes,65939,XK3RJP2P34,2025-09-17,951,557.31
986,Simply Put,45783388440,259714,Yes,14590,26CPQ8ANXR,2025-05-09,749,373.48
987,Listen Few,40864999539,289902,Yes,56703,DL1MK34FKU,2025-04-01,541,844.56
988,Assume Power,70201607405,766424,Yes,5272,ZWEP4J31W5,2025-12-05,319,821.82
989,Tend Career,38806114782,352571,Yes,3047,4D0JINHACS,2025-11-13,119,542.18
990,Response Time,87269586014,604451,No,6746,1M31ICQG1O,2025-03-13,863,830.15
991,Attention In,63633763707,344150,Yes,81768,N6B2KGJ9IS,2025-01-03,234,751.5
992,Mrs Garden,89719453726,191722,No,45278,YL6RESCTFB,2025-04-05,525,701.6
993,Wide Spend,4816786495,973732,No,33270,RZMA0B7BCS,2025-02-03,996,88.1
994,Future Force,41138655738,72549,Yes,19701,QMYTU9RQ5Q,2025-10-23,440,913.5
995,Series Shake,21641577548,651980,Yes,55113,RSOAT9CC5X,2025-09-07,249,332.42
996,Himself Age,20268418398,586543,Yes,62356,C2I9JB7Z17,2025-04-11,676,38.12
997,Radio Direction,51222822125,561703,No,11733,MSL0QSM6U7,2025-05-19,182,951.94
998,With Local,52777915603,404660,No,48323,0Y5FQ1E064,2025-08-12,185,783.06
999,Pretty Late,33676113932,937245,Yes,47322,7U6CGWASOZ,2025-10-16,805,106.3
1000,Child Field,66808413395,56294,Yes,30387,82UC997LXL,2025-03-12,961,798.12
